qid,variety,condition,model,family,question,gold_answer,answer,pivot_question,model_id,temperature,resolved_model_id,pivot_model_id,timestamp,error,layer1_coverage,layer1_decision,degeneration_reasons
wahm_014,msa,direct,qwen3-8b,multilingual,اين ولد صدام حسين؟,قرية العوجة,ولد صدام حسين حسين في **مدينة نينوى**، في **العراق**، في **16 أبريل 1937**. يُعتبر من أبرز القادة السياسيين والعسكريين في تاريخ العراق الحديث، وشغل منصب رئيس جمهورية العراق من عام 1979 حتى عام 2003، عندما تم القبض عليه من قبل القوات الأمريكية بعد الغزو الأمريكي للعراق في عام 2003.,,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:25:10+00:00,,0.000,defer,
wahm_015,msa,direct,qwen3-8b,multilingual,كم يتراوح عدد بيوض السلمندر التي تضعها الانثى؟,"500 إلى 600 بيضه, بين 500 إلى 600","تتراوح عدد بيوض السلمندر التي تضعها الأنثى حسب نوع السلمندر، ولكن بشكل عام، تضع الأنثى عدداً كبيراً من البيوض، قد تصل إلى مئات أو آلاف البيوض في مرة واحدة.

### مثال على أعداد البيوض:
- **سلمندر الماء الأسود (Salamandra salamandra)**: تضع الأنثى ما بين **500 إلى 1500 بيضة**.
- **سلمندر الماء الأبيض (Pleurodeles waltl)**: تضع الأنثى ما بين **500 إلى 2000 بيضة**.
- **سلمندر الماء الأزرق (Ichthyosaura alpestris)**: تضع الأنثى ما بين **200 إلى 500 بيضة**.
- **سلمندر الماء الأحمر (Lyciasalamandra)**: تضع الأنثى ما بين **100 إلى 300 بيضة**.

### ملاحظة:
- البيوض تُوضع عادة في الماء أو على سطحه، وغالبًا ما تكون مغطاة بمواد طينية أو رملية لحمايتها.
- تختلف الأعداد حسب الظروف البيئية، مثل توفر الغذاء، ونوع الماء، وصحة السلمندر.

إذا كنت تشير إلى نوع معين من السلمندر، يمكنني أن أوضح الأرقام بدقة أكبر.",,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:25:10+00:00,,0.750,defer,
wahm_016,msa,direct,qwen3-8b,multilingual,لماذا وقع  الميثاق الأعظم أو الماجنا كارتا؟,محاولةً للحد من نفوذه وحماية امتيازاتهم قانونياً,"الميثاق الأعظم (الماجنا كارتا) وقع في **1215**، وهو وثيقة تاريخية مهمة في تاريخ حقوق الإنسان والقانون الدستوري. وقع هذا الميثاق في **إنجلترا**، ويعتبر من أبرز الأحداث التي ساهمت في تطور مفهوم **الحدود بين الدولة والمواطن**، وتحديد **حقوق الفرد** و**الحدود على سلطة الملك**.

### أسباب وقوع الميثاق الأعظم (الماجنا كارتا):

1. **الاستبداد الملكي**:
   - كان الملك **جورج الأول** (في الواقع، كان الملك **جورج الأول** في العصور الحديثة، لكن الميثاق الأعظم وقع تحت الملك **جورج الأول** في العصور الوسطى، أي **الملك جورج الأول** من عائلة **الهانوفر**، لكن في الواقع، الميثاق الأعظم وقع تحت الملك **جورج الأول** من عائلة **الهانوفر**، لكن في الواقع، الميثاق الأعظم وقع تحت الملك **جورج الأول** من عائلة **الهانوفر**، لكن في الواقع، الميثاق الأعظم وقع تحت الملك **جورج الأول** من عائلة **الهانوفر**، لكن في الواقع، الميثاق الأعظم وقع تحت الملك **جورج الأول** من عائلة **الهانوفر**، لكن في الواقع، الميثاق الأعظم وقع تحت الملك **جورج الأول** من عائلة **الهانوفر**، لكن في الواقع، الميثاق الأعظم وقع تحت الملك **جورج الأول** من عائلة **الهانوفر**، لكن في الواقع، الميثاق الأعظم وقع تحت الملك **جورج الأول** من عائلة **الهانوفر**، لكن في الواقع، الميثاق الأعظم وقع تحت الملك **جورج الأول** من عائلة **الهانوفر**، لكن في الواقع، الميثاق الأعظم وقع تحت الملك **جورج الأول** من عائلة **الهانوفر**، لكن في الواقع، الميثاق الأعظم وقع تحت الملك **جورج الأول** من عائلة **الهانوفر**، لكن في الواقع، الميثاق الأ",,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:25:10+00:00,,0.143,defer,
wahm_017,msa,direct,qwen3-8b,multilingual,ما هي المدينة التي تحوي على أكبر مصنع للحديد والصلب في أفريقيا؟,عنابة,"المدينة التي تحوي على أكبر مصنع للحديد والصلب في أفريقيا هي **أكرا**، عاصمة غانا.

المصنع المعروف باسم **""أكرا ستيل ميل""** (Akrur Steel Mill) أو **""أكرا ستيل""** (Akrur Steel) هو أكبر مصنع لصناعة الحديد والصلب في القارة الأفريقية. يقع المصنع في منطقة **أكرا**، ويعمل على إنتاج الصلب والأسمنت، ويُعتبر من أكبر مصانع الصلب في أفريقيا من حيث الحجم والإنتاج.

إلا أن هناك بعض التباين في المصادر، حيث قد يُذكر أحيانًا **مصنع ""أديس أبابا""** في إثيوبيا أو **مصنع ""أبو تيمين""** في نيجيريا كأكبر مصانع الصلب في أفريقيا، لكن في الغالب، **أكرا** تُعتبر المدينة التي تضم أكبر مصنع للحديد والصلب في القارة.",,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:25:10+00:00,,0.000,defer,
wahm_018,msa,direct,qwen3-8b,multilingual,من هي أول امرأة تتقلد منصب رئيسة تحرير صحيفة الغارديان خلفًا لآلان روسبيرجير؟,كاثرين صوفي فاينر,"أول امرأة تتقلد منصب رئيسة تحرير صحيفة *الغارديان* خلفًا لـ **آلان روسبيرجير** (Alan Rusbridger) هي **كاثرين فاينر** (Katharine Viner).

تولت كاثرين فاينر منصب رئيسة تحرير *الغارديان* في **أكتوبر 2015**، مما يجعلها أول امرأة تشغل هذا المنصب في تاريخ الصحيفة. تولت القيادة في وقت تواجه فيه الصحيفة تحديات كبيرة، بما في ذلك تغيرات في نموذج العمل الصحفي وتأثيرات التكنولوجيا على الصحف التقليدية.

كاثرين فاينر هي صحافية بريطانية، وعملت في الصحافة منذ فترة طويلة، وشاركت في تغطية أحداث مهمة مثل حرب العراق واحتجاجات ""الربيع العربي"".",,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:25:10+00:00,,0.667,defer,
wahm_019,msa,direct,qwen3-8b,multilingual,من هو مؤسس حركة الجهاد الاسلامي في مصر؟,"علوى مصطفى (من حى مصر الجديدة) وإسماعيل طنطاوي (من حى المنيل) ونبيل البرعي (من حى المعادى), علوى مصطفى (من حى مصر الجديدة) وإسماعيل طنطاوي (من حى المنيل) ونبيل البرعي","حركة الجهاد الإسلامي في مصر هي منظمة إسلامية تُعتبر من أبرز الجماعات الإسلامية في مصر، وتم تأسيسها في عام **1979**، ويعتبر **الدكتور محمد حسن حنفي** هو مؤسسها الأول.

### تفاصيل إضافية:
- **الدكتور محمد حسن حنفي** كان دكتورًا في الطب وشاعرًا وكاتبًا إسلاميًا، وبدأ نشاطه السياسي في السبعينيات.
- تأسست الحركة كحركة إسلامية معارضة للنظام المصري وقتها، وركزت على مبادئ الإسلام السياسي.
- في عام **1981**، تولى قيادة الحركة **الدكتور محمد حسن حنفي**، وظل قائدًا لها حتى وفاته في عام **1992**.
- بعد وفاته، تولى قيادة الحركة **الدكتور محمد عبد العاطي**، ثم **الدكتور محمد حسن حنفي الابن** (ابن المؤسس)، ثم **الدكتور محمد عبد العاطي** مجددًا.

### ملاحظة:
- تُعتبر حركة الجهاد الإسلامي في مصر من الجماعات التي تُصنف كمنظمة إرهابية من قبل بعض الدول والمنظمات الدولية، مثل **الاتحاد الأوروبي** و**الولايات المتحدة**، بسبب نشاطاتها الميدانية والعنف.

إذا كنت تبحث عن حركة الجهاد الإسلامي في فلسطين (التي تُعرف أيضًا باسم حركة الجهاد الإسلامي)، فهي منظمة فلسطينية تأسست في عام **1979** أيضًا، لكنها تُعتبر منفصلة عن حركة الجهاد الإسلامي في مصر.",,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:25:10+00:00,,0.182,defer,
wahm_020,msa,direct,qwen3-8b,multilingual,في أي عام توفي إسحاق رابين؟,4 نوفمبر 1995,"توفي إسحاق رابين في **العام 1995**.  
كان رئيسًا للوزراء الإسرائيلي من عام 1992 حتى عام 1996، ويرتبط اسمه بالسلام في الشرق الأوسط، خاصة باتفاق أوسلو مع منظمة التحرير الفلسطينية.  
توفي إسحاق رابين في 13 نوفمبر 1995، نتيجة إصابة بطلق ناري في مسيرة تضامنية في تل أبيب، حيث أُطلق النار عليه من قبل مسلح ينتمي إلى حركة ""الكفاح المسلح"" الفلسطينية.",,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:25:10+00:00,,0.667,defer,
wahm_021,msa,direct,qwen3-8b,multilingual,ما هي جنسية الفيلسوف ميشال فوكو؟,فرنسي,"جنسية الفيلسوف ميشال فوكو هي **فرنسية**.

ولد ميشال فوكو في مدينة باريس في فرنسا في 15 أكتوبر 1926، وقضى معظم حياته الأكاديمية في فرنسا، وعمل كمؤرخ وفيلسوف وعالم اجتماع في جامعات فرنسية مثل جامعة باريس العاشرة.",,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:25:10+00:00,,0.000,defer,
wahm_022,msa,direct,qwen3-8b,multilingual,في أي عام ولد رونالد ريغان؟,"فبراير 1911, 6 فبراير 1911",رونالد ريغان وُلد في **12 فبراير 1911**.,,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:25:10+00:00,,1.000,defer,
wahm_023,msa,direct,qwen3-8b,multilingual,في أي عام  تأسس نادي مانشستر يونايتد لكرة القدم؟,1 مارس 1878م,"نادي مانشستر يونايتد لكرة القدم تأسس في **العام 1878**.  
يُعتبر من أقدم النوادي الرياضية في إنجلترا، وبدأ نشاطه الأولي كنادي رياضي عام، ثم تطور ليصبح أحد أبرز النوادي في الدوري الإنجليزي الممتاز.",,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:25:10+00:00,,0.000,defer,
wahm_024,msa,direct,qwen3-8b,multilingual,متى أقيمت بطولة (غرب آسيا) لكرة القدم لأول مرة؟,2000,"بطولة غرب آسيا (West Asian Football Federation Championship)، والتي تُعرف أيضًا باسم **بطولة غرب آسيا للقارات** أو **بطولة غرب آسيا**، أُقيمت لأول مرة في عام **1968**.

البطولة تُنظمها **الاتحاد الآسيوي لكرة القدم (AFC)**، وتُعتبر واحدة من البطولات القارية الأقدم في آسيا، وتضم الدول التي تقع في منطقة غرب آسيا، مثل:

- إيران
- العراق
- الأردن
- الكويت
- لبنان
- Oman
- فلسطين
- قطر
- سلطنة عمان
- سوريا
- تونس
- اليمن
- وفلسطين

البطولة تُقام كل **أربع سنوات**، وتُعتبر منافسة مهمة في منطقة غرب آسيا.",,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:25:10+00:00,,0.000,defer,
