qid,question_msa,gold_answer,dialect_candidate,backtranslation_msa,sub_variety,requested_model,translation_model,backtranslation_model,n_exemplars,coda,temperature
wahm_020,في أي عام توفي إسحاق رابين؟,4 نوفمبر 1995,في أي سنة توفى إسحاق رابين؟,في أي سنة توفي إسحاق رابين؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_021,ما هي جنسية الفيلسوف ميشال فوكو؟,فرنسي,وش جنسية الفيلسوف ميشال فوكو؟,ما جنسية الفيلسوف ميشال فوكو؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_022,في أي عام ولد رونالد ريغان؟,"فبراير 1911, 6 فبراير 1911",في أي سنة انولد رونالد ريغان؟,في أي سنة وُلد رونالد ريغان؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_023,في أي عام  تأسس نادي مانشستر يونايتد لكرة القدم؟,1 مارس 1878م,في أي سنة تأسس نادي مانشستر يونايتد لكرة القدم؟,في أي عام تأسس نادي مانشستر يونايتد لكرة القدم؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_024,متى أقيمت بطولة (غرب آسيا) لكرة القدم لأول مرة؟,2000,متى أقيمت بطولة غرب آسيا لكرة القدم أول مرة؟,متى أُقيمت بطولة غرب آسيا لكرة القدم لأول مرة؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_025,متى تاسس الجيش اليمني؟,1962,متى تأسس الجيش اليمني؟,متى تأسس الجيش اليمني؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_026,كم يبلغ أقصى عمق لبحر قزوين؟,1023 م,كم يوصل أقصى عمق لبحر قزوين؟,كم يبلغ أقصى عمق لبحر قزوين؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_027,ما هو الرجفان البطيني؟,"حالة توقف القلب عن العمل بسبب خلل في منظومة القلب تؤدي إلى ارتجاف البطينين بدل انقباضهما, حالة توقف القلب عن العمل بسبب خلل في منظومة القلب تؤدي إلى ارتجاف البطينين بدل انقباضهما، الأمر الذي يؤدي إلى توقف الدورة الدموية ومن ثم إلى الوفاة بالسكتة القلبية إن لم يتم تدارك الأمر علاجياً خلال دقائق معدودة من خلال عملية الإنعاش القلبي الرئوي",وش هو الرجفان البطيني؟,ما هو الرجفان البطيني؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_028,كم عدد امارات الأمارات العربية المتحدة؟,"سبع, السبع",كم إمارة في الإمارات العربية المتحدة؟,كم عدد الإمارات في دولة الإمارات العربية المتحدة؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_029,ما هي عملية التركيب الضوئي؟,عملية كيميائية معقدة تحدث في خلايا البكتيريا الزرقاء وفي صانعات اليخضور (الصانعات الخضراء) أو الكلوروبلاست في كل من الطحالب والنباتات العليا,وش هي عملية التركيب الضوئي؟,ما هي عملية البناء الضوئي؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_030,من هو ألفرد نوبل؟,"مهندس ومخترع وكيميائي سويدي, مهندس ومخترع وكيميائي سويدي، اخترع الديناميت في سنة 1867 ومن ثم أوصى بمعظم ثروته التي جناها من الاختراع إلى جائزة نوبل التي سُميت بإسمه",منو ألفرد نوبل؟,من هو ألفرد نوبل؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_031,أين ولد ميكيلانجيلو؟,"قرية كابريزي قرب أريتسو بتوسكانا, كابريزي",وين انولد ميكيلانجيلو؟,أين وُلد ميكيلانجيلو؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_032,ما المعدل العادي لعملية الجماع؟,5.4 دقائق,وش المعدل الطبيعي للجماع؟,ما المعدل الطبيعي للجماع؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_033,متى بدأ التوقيع على معاهدة الحد من انتشار الأسلحة النووية؟,1 يوليو 1968,متى بدأ التوقيع على معاهدة الحد من انتشار الأسلحة النووية؟,متى بدأ التوقيع على معاهدة الحد من انتشار الأسلحة النووية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_034,ما هو الارجاز؟,نوع من العجز الجنسي، حيث يكون الشخص غير قادر على تحقيق هزة الجماع على الرغم من وجود التحفيز الكافي,وش هو الأرجاز؟,ما هو الأرجاز؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_035,ما هي الرهبنة الفرنسيسكانية؟,"رهبنة في الكنيسة الكاثوليكية، تأسست على يد القديس فرنسيس الأسيزي, رهبنة في الكنيسة الكاثوليكية، تأسست على يد القديس فرنسيس الأسيزي في شمال إيطاليا",وش هي الرهبنة الفرنسيسكانية؟,ما هي الرهبنة الفرنسيسكانية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_036,من هو نقفور الثاني فوكاس؟,"امبراطور بيزنطي, امبراطور بيزنطي (963-969) أسهمت حملاته العسكرية في إحياء الامبراطورية البيزنطية في القرن العاشر",منو نقفور الثاني فوكاس؟,من هو نقفور الثاني فوكاس؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_037,أين تقع هضبة التيبت؟,آسيا الوسطى,وين تقع هضبة التيبت؟,أين تقع هضبة التبت؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_038,متى رسم فان كوخ لوحة ليلة النجوم؟,1889 م,متى رسم فان كوخ لوحة ليلة النجوم؟,متى رسم فان غوخ لوحة «ليلة النجوم»؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_039,ما مساحة جورجيا؟,69.700 كم2,كم مساحة جورجيا؟,ما مساحة جورجيا؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_040,من هو مؤلف مانجا بيرسيرك؟,كينتارو ميورا,من اللي ألف مانجا بيرسيرك؟,من هو مؤلف مانغا بيرسيرك؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_041,في أي سنة تأسست مدينة العيون ؟,1938,في أي سنة تأسست مدينة العيون؟,في أي سنة تأسست مدينة العيون؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_042,ما هو السلم الموسيقي؟,عبارة عن تتابع النغمات صعوداً وهبوطاً ويتكون من سبع درجات نغمية,وش هو السلم الموسيقي؟,ما هو السلم الموسيقي؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_043,متى تأسست القواة الخاصة التابعة للجيش البريطاني ؟,1707,متى تأسست القوات الخاصة اللي تتبع الجيش البريطاني؟,متى تأسست القوات الخاصة التابعة للجيش البريطاني؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_044,من هو مؤلف رواية التائهون؟,أمين معلوف,منو مؤلف رواية التائهون؟,من هو مؤلف رواية «التائهون»؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_045,من هي أنغريت كرامب كارينباور؟,سياسية ألمانية تشغل منصب زعيمة الاتحاد الديمقراطي المسيحي,منو أنغريت كرامب كارينباور؟,من هي أنغريت كرامب كارينباور؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_046,ماهى نسبة الزيت في حبة البركة ؟,40%,كم نسبة الزيت في حبة البركة؟,ما نسبة الزيت في حبة البركة؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_047,"من هو مؤلف كتاب ""12 قاعدة للحياة""؟",جوردان بيرنت بيترسون,"من اللي ألف كتاب ""12 قاعدة للحياة""؟",من ألّف كتاب «12 قاعدة للحياة»؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_048,من هم اليهود الأشكناز ؟,اليهود الذين ترجع أصولهم إلى أوروبا الشرقية,من هم اليهود الأشكناز؟,من هم اليهود الأشكناز؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_049,متى توفي توماس كوهين ؟,17 حزيران 1996,متى توفي توماس كوهين؟,متى توفي توماس كوهين؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_050,من هو كريستوفر ستيفنز؟,"اسمه الكامل جون كريستوفر ستيفينز ، ولد وترعرع في شمال كاليفورنيا[2] ،درس في جامعة ""بركلي""وعمل محامياً مختصاً بالشؤون التجارية الدولية في واشنطن قبل ان ينضم إلى الخارجية الأمريكية في عام 1991.يجيد ستيفنز اللغة العربية والفرنسية وقد نشر العديد من المقالات في القدس ودمشق والقاهرة, سفير الولايات المتحدة في ليبيا منذ مايو 2012 [2] وحتى وفاته",منو كريستوفر ستيفنز؟,من هو كريستوفر ستيفنز؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_051,ما هي العصور الوسطى؟,التسمية التي تُطلق على الفترة الزمنية في التاريخ الأوروبي التي امتّدت من القرن الخامس حتّى القرن الخامس عشر الميلادي,وش هي العصور الوسطى؟,ما هي العصور الوسطى؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_052,ما هو عظم الإسك؟,الجزء الأسفل والخلفي لعظم الورك,وش هو عظم الإسك؟,ما هو عظم الإسك؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_053,ما هو عدد آيات سورة المائدة ؟,120,كم آية في سورة المائدة؟,كم عدد آيات سورة المائدة؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_054,ما هو العثث؟,"مجموعة كبيرة من الحشرات القريبة من الفراشات, مجموعة كبيرة من الحشرات القريبة من الفراشات، وهي من أكثر الكائنات الحية شيوعا في العالم، حيث تتواجد في مختلف الأقاليم والمناخات",وش هو العثث؟,ما هو العثث؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_055,أين تقع مدينة أوديسا؟,"جمهورية أوكرانيا, أوكرانيا",وين تقع مدينة أوديسا؟,أين تقع مدينة أوديسا؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_056,متى تم إنتاج الفلم العربي (صح النوم)؟,1975,متى أنتجوا الفلم العربي (صح النوم)؟,متى أُنتج الفيلم العربي «صح النوم»؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_057,متى تم عرض اول موسم من مسلسل امريكا قوت تالنت؟,يونيو من عام 2006,متى انعرض أول موسم من مسلسل امريكا قوت تالنت؟,متى عُرض الموسم الأول من مسلسل «أمريكا غوت تالنت»؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_058,من هو الملاكم الملقب ببراون بومبر؟,جوزيف لويس بارو,من الملاكم اللي يلقبونه براون بومبر؟,من الملاكم الذي يُلقّب بالقاذفة البنية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_059,أين تقع  ولاية ساكسونيا؟,ولاية ألمانية,وين تقع ولاية ساكسونيا؟,أين تقع ولاية ساكسونيا؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_060,متى تاسست جامعة أم القرى؟,1401 هـ,متى تأسست جامعة أم القرى؟,متى تأسست جامعة أم القرى؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_061,ما هي دوامة نفايات شمال المحيط الهادئ؟,"منطقة قمامة بحرية تقع في منتصف المحيط الهادي الشمالي، وتمتد إلى منطقة غير محددة الحدود بشكل دقيق، وذلك لاختلاف تركيز البلاستيك والنفايات على حسب المنطقة, منطقة قمامة بحرية تقع في منتصف المحيط الهادي الشمالي",وش هي دوامة نفايات شمال المحيط الهادئ؟,ما هي دوامة نفايات شمال المحيط الهادئ؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_062,ما هي علامة إعراب المفعول به في اللغة العربية؟,"الفتحة الظاهرة، أو المقدرة، أو الياء إن كان مثنى أو جمع مذكر سالم، أو الكسرة (نيابة عن الفتحة) إن كان جمع مؤنث سالم، أو الألف إن كان من الأسماء الخمسة, منصوب",وش علامة إعراب المفعول به في اللغة العربية؟,ما علامة إعراب المفعول به في اللغة العربية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_063,ما هي عاصمة موزمبيق؟,مابوتو,وش عاصمة موزمبيق؟,ما عاصمة موزمبيق؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_064,من أوراق أي نبات يستخلص الكوكايين؟,الكوكا,من أوراق أي نبتة يستخرجون الكوكايين؟,من أوراق أي نبتة يُستخرج الكوكايين؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_065,متى اعتزل لاعب كرة القدم دييغو فورلان اللعب دولياً؟,مارس 2015,متى اعتزل لاعب كرة القدم دييغو فورلان اللعب دوليا؟,متى اعتزل لاعب كرة القدم دييغو فورلان اللعب دوليًا؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_066,من هي الملكة هيلانة؟,والدة الإمبراطور الروماني قسطنطين الكبير,من هي الملكة هيلانة؟,من هي الملكة هيلانة؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_067,متى توفي هتلر؟,30 أبريل 1945,متى مات هتلر؟,متى مات هتلر؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_068,كم يبلغ التعداد السكاني للفلبين؟,92 مليون,كم يوصل عدد سكان الفلبين؟,كم يبلغ عدد سكان الفلبين؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_069,ما هي الغواصة القزمية ؟,نوع من الغواصات يكون حجم إزاحتها أقل من 150 طن,وش هي الغواصة القزمية؟,ما هي الغواصة القزمية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_070,في أي عام كان البث العلني الأول بالألوان؟,1951,في أي سنة كان أول بث علني بالألوان؟,في أي عام كان أول بث علني بالألوان؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_071,من هو تشارلز فرانسيس ريشتر؟,عالم زلازل وفيزيائي أمريكي,منو تشارلز فرانسيس ريشتر؟,من هو تشارلز فرانسيس ريختر؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_072,ما هي عاصمة جورجيا؟,تبليسي,وش عاصمة جورجيا؟,ما عاصمة جورجيا؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_073,أين ينبع نهر ليمبوبو؟,جنوب وسط أفريقيا,من وين ينبع نهر ليمبوبو؟,من أين ينبع نهر ليمبوبو؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_074,من كان قائد ثورة الشواف على نظام عبد الكريم قاسم في 8 آذار من عام 1959؟,"العقيد عبد الوهاب الشواف, عبد الوهاب الشواف",منو كان قائد ثورة الشواف على نظام عبد الكريم قاسم في 8 آذار من عام 1959؟,من كان قائد ثورة الشواف ضد نظام عبد الكريم قاسم في 8 آذار عام 1959؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_075,ماهى عاصمة أيرلندا الشمالية ؟,بلفاست,وش عاصمة أيرلندا الشمالية؟,ما عاصمة أيرلندا الشمالية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_076,من صاحب رواية العمى؟,جوزيه ساراماجو,من اللي كتب رواية العمى؟,من كتب رواية «العمى»؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_077,أين تقع منطقة الباحة؟,"الجزء الغربي من شبه الجزيرة العربية، على سلسلة جبال الحجاز, الجزء الغربي من شبه الجزيرة العربية",وين تقع منطقة الباحة؟,أين تقع منطقة الباحة؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_078,ماهو عدد مستخدمي خدمة الفيس بوك في الولايات المتحدة ؟,36 مليون,كم عدد اللي يستخدمون خدمة الفيس بوك في الولايات المتحدة؟,كم عدد الذين يستخدمون خدمة فيسبوك في الولايات المتحدة؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_079,متى بدأت عملية الغزو السوفيتي لبولندا؟,17 سبتمبر 1939,متى بدت عملية الغزو السوفيتي لبولندا؟,متى بدأت عملية الغزو السوفيتي لبولندا؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_080,أين تقع مدينة خاركيف؟,أوكرانيا,وين تقع مدينة خاركيف؟,أين تقع مدينة خاركيف؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_081,متى ولد عباس بن فرناس ؟,في زمن الدولة الأموية في الأندلس,متى انولد عباس بن فرناس؟,متى وُلد عباس بن فرناس؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_082,في أي عام تأسست جامعة مالمو؟,1998,في أي سنة تأسست جامعة مالمو؟,في أي سنة تأسست جامعة مالمو؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_083,من هو والد فرانكلين ديلانو روزفلت؟,جيمس روزفلت,منو أبو فرانكلين ديلانو روزفلت؟,من هو والد فرانكلين ديلانو روزفلت؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_084,متى توفي محمد علي العابد ؟,1939,متى توفى محمد علي العابد؟,متى توفي محمد علي العابد؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_085,ما هو التوازن الثرموديناميكي؟,"نصف نظام بأنه في حالة توازن ثرموديناميكي عندما يكون في حالة توازن حراري و توازن ميكانيكي (حركي) و توازن إشعاعي و توازن كيميائي, عندما يكون في حالة توازن حراري و توازن ميكانيكي (حركي) و توازن إشعاعي و توازن كيميائي",وش هو التوازن الثرموديناميكي؟,ما هو التوازن الديناميكي الحراري؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_086,ما مساحة  مدينة إربد؟,30 كيلو متر مربع,كم مساحة مدينة إربد؟,ما مساحة مدينة إربد؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
