qid,variety,condition,model,family,question,gold_answer,answer,pivot_question,model_id,temperature,resolved_model_id,pivot_model_id,timestamp,error,layer1_coverage,layer1_decision,degeneration_reasons
wahm_026,msa,direct,jais,arabic_centric,كم يبلغ أقصى عمق لبحر قزوين؟,1023 م,"يبلغ أقصى عمق لبحر قزوين 1,025 متراً.",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:25+00:00,,0.000,hallucinated,
wahm_027,msa,direct,jais,arabic_centric,ما هو الرجفان البطيني؟,"حالة توقف القلب عن العمل بسبب خلل في منظومة القلب تؤدي إلى ارتجاف البطينين بدل انقباضهما, حالة توقف القلب عن العمل بسبب خلل في منظومة القلب تؤدي إلى ارتجاف البطينين بدل انقباضهما، الأمر الذي يؤدي إلى توقف الدورة الدموية ومن ثم إلى الوفاة بالسكتة القلبية إن لم يتم تدارك الأمر علاجياً خلال دقائق معدودة من خلال عملية الإنعاش القلبي الرئوي","الرجفان البطيني هو اضطراب خطير في نظم القلب يتميز بنبضات سريعة وغير منتظمة وغير فعالة في البطينين، وهما الحجرتان السفليتان للقلب. يؤدي هذا إلى توقف القلب عن النبض، مما يتطلب تدخلًا فوريًا لإنقاذ الحياة.

الشرح: يجب أن يفهم الطالب أن الرجفان البطيني هو حالة طبية طارئة تهدد الحياة وتتطلب علاجًا فوريًا.",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:26+00:00,,0.467,defer,
wahm_028,msa,direct,jais,arabic_centric,كم عدد امارات الأمارات العربية المتحدة؟,"سبع, السبع",سبع امارات,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:26+00:00,,1.000,clean,
wahm_029,msa,direct,jais,arabic_centric,ما هي عملية التركيب الضوئي؟,عملية كيميائية معقدة تحدث في خلايا البكتيريا الزرقاء وفي صانعات اليخضور (الصانعات الخضراء) أو الكلوروبلاست في كل من الطحالب والنباتات العليا,التركيب الضوئي هو عملية تحويل الطاقة الضوئية إلى طاقة كيميائية في النباتات والطحالب وبعض البكتيريا. يتم ذلك عن طريق استخدام الكلوروفيل لامتصاص الضوء الشمسي، والذي يتم تحويله إلى طاقة كيميائية في شكل جزيئات الجلوكوز. يتم استخدام هذه الطاقة الكيميائية لتغذية النبات، أو تخزينها في شكل نشا، أو استخدامها في عمليات النمو والتطور.,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:27+00:00,,0.350,defer,
wahm_030,msa,direct,jais,arabic_centric,من هو ألفرد نوبل؟,"مهندس ومخترع وكيميائي سويدي, مهندس ومخترع وكيميائي سويدي، اخترع الديناميت في سنة 1867 ومن ثم أوصى بمعظم ثروته التي جناها من الاختراع إلى جائزة نوبل التي سُميت بإسمه",مخترع الديناميت,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:27+00:00,,0.250,defer,
wahm_031,msa,direct,jais,arabic_centric,أين ولد ميكيلانجيلو؟,"قرية كابريزي قرب أريتسو بتوسكانا, كابريزي",في 6 مارس 1475,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:27+00:00,,0.000,hallucinated,
wahm_032,msa,direct,jais,arabic_centric,ما المعدل العادي لعملية الجماع؟,5.4 دقائق,لا يوجد معدل عادي لعملية الجماع، حيث يختلف المعدل الطبيعي لجماع من شخص لآخر، ويعتمد على عدة عوامل منها العمر، الحالة الصحية، الحالة النفسية، ومستوى الإثارة الجنسية، بالإضافة إلى وجود أطفال أو عدم وجودهم، كما أن التفضيلات الشخصية تلعب دورًا هامًا في تحديد المعدل الطبيعي لجماع، حيث أن بعض الأزواج يفضلون الجماع بشكل يومي، بينما يفضل البعض الآخر الجماع بشكل أقل من مرة واحدة في الأسبوع، أو حتى أقل من ذلك، كما أن بعض الأزواج يفضلون الجماع في أيام معينة من الأسبوع، أو في أوقات معينة من اليوم، أو في مناسبات خاصة، أو في أيام العطلات، أو في السفر، أو في حالات معينة مثل الحمل، أو التعافي من مرض، أو بعد الإنجاب، أو في حالات معينة مثل الاكتئاب، أو القلق، أو الإجهاد، أو التعب، أو بعد يوم عمل طويل، أو بعد السفر، أو بعد تناول وجبة دسمة، أو بعد تناول الكحول، أو بعد تناول بعض الأدوية، أو بعد الخضوع لعملية جراحية، أو بعد الإصابة بمرض معين، أو بعد فترة انقطاع الطمث، أو بعد فترة الحمل والولادة، أو بعد فترة الرضاعة الطبيعية، أو بعد فترة انقطاع الطمث، أو بعد فترة الحمل والولادة، أو بعد فترة الرضاعة الطبيعية، أو بعد فترة انقطاع الطمث، أو بعد فترة الحمل والولادة، أو بعد فترة الرضاعة الطبيعية، أو بعد فترة انقطاع الطمث، أو بعد فترة الحمل والولادة، أو بعد فترة الرضاعة الطبيعية، أو بعد فترة انقطاع الطمث، أو بعد فترة الحمل والولادة، أو بعد فترة الرضاعة الطبيعية، أو بعد فترة انقطاع الطمث، أو بعد فترة الحمل والولادة، أو بعد فترة الرضاعة الطبيعية، أو بعد فترة انقطاع الطمث، أو بعد فترة الحمل والولادة، أو بعد فترة الرضاعة الطبيعية، أو بعد فترة انقطاع الطمث، أو بعد فترة الحمل والولادة، أو بعد فترة الرضاعة الطبيعية، أو بعد فترة انقطاع الطمث، أو بعد فترة الحمل والولادة، أو بعد فترة الرضاعة الطبيعية، أو بعد فترة انقطاع الطمث، أو بعد فترة الحمل والولادة، أو بعد فترة الرضاعة الطبيعية، أو بعد فترة انقطاع الطمث، أو بعد فترة الحمل والولادة، أو بعد فترة الرضاعة الطبيعية، أو بعد فترة انقطاع الطمث، أو بعد فترة الحمل والولادة، أو بعد فترة الرضاعة الطبيعية، أو بعد فترة انقطاع الطمث، أو بعد فترة الحمل والولادة، أو بعد فترة الرضاعة الطبيعية، أو بعد فترة انقطاع الطمث، أو بعد فترة الحمل والولادة، أو بعد فترة الرضاعة الطبيعية، أو بعد فترة انقطاع الطمث، أو بعد فترة الحمل والولادة، أو بعد فترة الرضاعة الطبيعية، أو بعد فترة انقطاع الطمث، أو بعد فترة الحمل والولادة، أو بعد فترة الرضاعة الطبيعية، أو بعد فترة انقطاع الطمث، أو بعد فترة الحمل والولادة، أو بعد فترة الرضاعة الطبيعية، أو بعد فترة انقطاع الطمث، أو بعد فترة الحمل والولادة،,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:32+00:00,,0.000,hallucinated,
wahm_033,msa,direct,jais,arabic_centric,متى بدأ التوقيع على معاهدة الحد من انتشار الأسلحة النووية؟,1 يوليو 1968,1 يوليو 1968,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:32+00:00,,1.000,clean,
wahm_034,msa,direct,jais,arabic_centric,ما هو الارجاز؟,نوع من العجز الجنسي، حيث يكون الشخص غير قادر على تحقيق هزة الجماع على الرغم من وجود التحفيز الكافي,الارجاز هو مصطلح يطلق على هزة الجماع عند الانثى، حيث تحدث هذه الهزة نتيجة وصول الانثى الى قمة النشوة الجنسية، حيث تحدث هذه الهزة نتيجة انقباضات متتالية لعضلات المهبل، وعضلات الحوض، وعضلات البطن، وعضلات الفخذين، وعضلات أسفل الظهر، وعضلات الصدر، وعضلات الكتفين، وعضلات اليدين، وعضلات الوجه، وعضلات الرقبة، وعضلات الساعدين، وعضلات السمانة، وعضلات الفخذين، وعضلات البطن، وعضلات الصدر، وعضلات الكتفين، وعضلات اليدين، وعضلات السمانة، وعضلات الفخذين، وعضلات البطن، وعضلات الصدر، وعضلات الكتفين، وعضلات اليدين، وعضلات السمانة، وعضلات الفخذين، وعضلات البطن، وعضلات الصدر، وعضلات الكتفين، وعضلات اليدين، وعضلات السمانة، وعضلات الفخذين، وعضلات البطن، وعضلات الصدر، وعضلات الكتفين، وعضلات اليدين، وعضلات السمانة، وعضلات الفخذين، وعضلات البطن، وعضلات الصدر، وعضلات الكتفين، وعضلات اليدين، وعضلات السمانة، وعضلات الفخذين، وعضلات البطن، وعضلات الصدر، وعضلات الكتفين، وعضلات اليدين، وعضلات السمانة، وعضلات الفخذين، وعضلات البطن، وعضلات الصدر، وعضلات الكتفين، وعضلات اليدين، وعضلات السمانة، وعضلات الفخذين، وعضلات البطن، وعضلات الصدر، وعضلات الكتفين، وعضلات اليدين، وعضلات السمانة، وعضلات الفخذين، وعضلات البطن، وعضلات الصدر، وعضلات الكتفين، وعضلات اليدين، وعضلات السمانة، وعضلات الفخذين، وعضلات البطن، وعضلات الصدر، وعضلات الكتفين، وعضلات اليدين، وعضلات السمانة، وعضلات الفخذين، وعضلات البطن، وعضلات الصدر، وعضلات الكتفين، وعضلات اليدين، وعضلات السمانة، وعضلات الفخذين، وعضلات البطن، وعضلات الصدر، وعضلات الكتفين، وعضلات اليدين، وعضلات السمانة، وعضلات الفخذين، وعضلات البطن، وعضلات الصدر، وعضلات الكتفين، وعضلات اليدين، وعضلات السمانة، وعضلات الفخذين، وعضلات البطن، وعضلات الصدر، وعضلات الكتفين، وعضلات اليدين، وعضلات السمانة، وعضلات الفخذين، وعضلات البطن، وعضلات الصدر، وعضلات الكتفين، وعضلات اليدين، وعضلات السمانة، وعضلات الفخذين، وعضلات البطن، وعضلات الصدر، وعضلات الكتفين,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:38+00:00,,0.286,defer,
wahm_035,msa,direct,jais,arabic_centric,ما هي الرهبنة الفرنسيسكانية؟,"رهبنة في الكنيسة الكاثوليكية، تأسست على يد القديس فرنسيس الأسيزي, رهبنة في الكنيسة الكاثوليكية، تأسست على يد القديس فرنسيس الأسيزي في شمال إيطاليا",هي إحدى الرهبنات التابعة للكنيسة الكاثوليكية,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:38+00:00,,0.250,defer,
wahm_036,msa,direct,jais,arabic_centric,من هو نقفور الثاني فوكاس؟,"امبراطور بيزنطي, امبراطور بيزنطي (963-969) أسهمت حملاته العسكرية في إحياء الامبراطورية البيزنطية في القرن العاشر",إمبراطور بيزنطي حكم بين عامي 963 و969,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:38+00:00,,1.000,clean,
wahm_037,msa,direct,jais,arabic_centric,أين تقع هضبة التيبت؟,آسيا الوسطى,تقع هضبة التيبت في آسيا الوسطى، وتمتد عبر أجزاء من الصين والهند ونيبال وبوتان.,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:38+00:00,,1.000,clean,
wahm_038,msa,direct,jais,arabic_centric,متى رسم فان كوخ لوحة ليلة النجوم؟,1889 م,"رسم فينسنت فان جوخ لوحة ""ليلة النجوم"" في عام 1889.",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:39+00:00,,0.500,defer,
wahm_039,msa,direct,jais,arabic_centric,ما مساحة جورجيا؟,69.700 كم2,"تبلغ مساحة جورجيا حوالي 69,700 كيلومتر مربع (26,980 ميل مربع).",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:39+00:00,,0.667,defer,
wahm_040,msa,direct,jais,arabic_centric,من هو مؤلف مانجا بيرسيرك؟,كينتارو ميورا,مؤلف مانجا بيرسيرك (Berserk) هو **غالتير (Gustave Geoft)**.,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:39+00:00,,0.000,hallucinated,
wahm_041,msa,direct,jais,arabic_centric,في أي سنة تأسست مدينة العيون ؟,1938,سنة 1935,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:39+00:00,,0.000,hallucinated,
wahm_042,msa,direct,jais,arabic_centric,ما هو السلم الموسيقي؟,عبارة عن تتابع النغمات صعوداً وهبوطاً ويتكون من سبع درجات نغمية,السلم الموسيقي هو مجموعة من النغمات الموسيقية التي يتم ترتيبها بطريقة معينة، بحيث يتم تحديد النغمات التي تشكل السلم، وترتيبها بشكل محدد، بحيث يتم تحديد المسافات بين النغمات المختلفة. يتم استخدام السلم الموسيقي في الموسيقى لتحديد النغمات التي يمكن استخدامها في تأليف الأغاني، وتحديد النغمات التي يمكن استخدامها في العزف على الآلات الموسيقية.,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:40+00:00,,0.182,defer,
wahm_043,msa,direct,jais,arabic_centric,متى تأسست القواة الخاصة التابعة للجيش البريطاني ؟,1707,عام 1908,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:40+00:00,,0.000,hallucinated,
wahm_044,msa,direct,jais,arabic_centric,من هو مؤلف رواية التائهون؟,أمين معلوف,مؤلف رواية التائهون هو الروائي المصري الشاب أحمد ناجي.,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:40+00:00,,0.000,hallucinated,
wahm_045,msa,direct,jais,arabic_centric,من هي أنغريت كرامب كارينباور؟,سياسية ألمانية تشغل منصب زعيمة الاتحاد الديمقراطي المسيحي,أنغريت كرامب كارينباور هي سياسية ألمانية، ولدت في 9 أغسطس 1972 في مدينة أوبرهاوزن. وهي عضو في حزب الاتحاد الديمقراطي المسيحي (CDU)، وقد شغلت منصب رئيس الحزب من عام 2018 حتى استقالتها في عام 2021. قبل توليها رئاسة الحزب، كانت وزيرة للدفاع في الحكومة الألمانية من عام 2019 حتى استقالتها في عام 2021. كما شغلت منصب وزيرة الداخلية لولاية سارلاند من عام 2015 حتى 2018. تُعرف كرامب كارينباور بخبرتها في السياسة الفيدرالية والدولية، وقد لعبت دورًا بارزًا في تشكيل سياسات الحزب.,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:42+00:00,,0.750,defer,
wahm_046,msa,direct,jais,arabic_centric,ماهى نسبة الزيت في حبة البركة ؟,40%,نسبة الزيت في حبة البركة هي من إلى,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:42+00:00,,0.000,hallucinated,
wahm_047,msa,direct,jais,arabic_centric,"من هو مؤلف كتاب ""12 قاعدة للحياة""؟",جوردان بيرنت بيترسون,"المؤلف هو **جريجوري بيرلوف**.

**نبذة عن الكتاب:**
*   **العنوان الأصلي:** ""1-2-3: كيفية بناء حياة أفضل من خلال 3 قواعد بسيطة""
*   **المؤلف:** جريجوري بيرلوف
*   **تاريخ النشر:** 2018
*   **اللغة الأصلية:** الإنجليزية
*   **الترجمة العربية:** ""1-2-3: كيفية بناء حياة أفضل من خلال 3 قواعد بسيطة"" (أو ""1-2-3: كيف تبني حياة أفضل بثلاث قواعد بسيطة"" في بعض الطبعات)
*   **ملخص:** الكتاب يقدم 3 قواعد بسيطة تهدف إلى تبسيط الحياة وتحسينها، مع التركيز على أهمية الوعي الذاتي، واتخاذ القرارات، والعيش بوعي.",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:43+00:00,,0.000,hallucinated,
wahm_048,msa,direct,jais,arabic_centric,من هم اليهود الأشكناز ؟,اليهود الذين ترجع أصولهم إلى أوروبا الشرقية,هم اليهود الذين استقروا في وسط وشرق أوروبا،,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:43+00:00,,0.429,defer,
wahm_049,msa,direct,jais,arabic_centric,متى توفي توماس كوهين ؟,17 حزيران 1996,7 ديسمبر 2017),,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:44+00:00,,0.000,hallucinated,
wahm_050,msa,direct,jais,arabic_centric,من هو كريستوفر ستيفنز؟,"اسمه الكامل جون كريستوفر ستيفينز ، ولد وترعرع في شمال كاليفورنيا[2] ،درس في جامعة ""بركلي""وعمل محامياً مختصاً بالشؤون التجارية الدولية في واشنطن قبل ان ينضم إلى الخارجية الأمريكية في عام 1991.يجيد ستيفنز اللغة العربية والفرنسية وقد نشر العديد من المقالات في القدس ودمشق والقاهرة, سفير الولايات المتحدة في ليبيا منذ مايو 2012 [2] وحتى وفاته",السفير,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:22:44+00:00,,0.000,hallucinated,
