qid,variety,condition,model,family,question,gold_answer,answer,pivot_question,model_id,temperature,resolved_model_id,pivot_model_id,timestamp,error,layer1_coverage,layer1_decision,degeneration_reasons,layer2_hallucination_probability,combined_decision,combined_label
wahm_212,msa,direct,fanar,arabic_centric,من هو أول قائد للجيش الرابع بانزر؟,إريش فون مانشتاين,"من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش الرابع بانزر؟
من هو أول قائد للجيش",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:42:26+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_213,msa,direct,fanar,arabic_centric,ما هي الحوزة العلمية؟,لفظ اصطلاحي للمدرسة الفقهية التابعة للمذهب الجعفري,"الحوزة العلمية هي مؤسسة دينية علمية، تأسست في النجف الأشرف، وتقوم بتدريس العلوم الدينية، وتخريج العلماء، وتتبع المذهب الجعفري.
تأسست الحوزة العلمية في النجف الأشرف، في القرن الرابع الهجري، على يد الإمام علي بن موسى الرضا (ع)، وتطورت على مر العصور، وأصبحت مركزاً علمياً كبيراً، يضم آلاف الطلاب من مختلف أنحاء العالم الإسلامي.
تتبع الحوزة العلمية المذهب الجعفري، وتعتمد على منهجية علمية دقيقة، تقوم على دراسة النصوص الدينية، وتفسيرها، وتطبيقها على الواقع المعاصر.
تتكون الحوزة العلمية من عدة أقسام، منها:
قسم الدراسات الإسلامية: وهو القسم الأساسي في الحوزة العلمية، ويضم عدة فروع، منها:
الفقه: وهو علم يبحث في الأحكام الشرعية، وتطبيقاتها على الواقع المعاصر.
الحديث: وهو علم يبحث في الأحاديث النبوية، وتفسيرها، وتصحيحها.
التفسير: وهو علم يبحث في تفسير القرآن الكريم، وتفسيره.
قسم الدراسات العليا: وهو القسم الذي يختص بدراسة العلوم الدينية العليا، وتخريج العلماء.
قسم الدراسات العليا في الفقه: وهو القسم الذي يختص بدراسة الفقه، وتطبيقاته على الواقع المعاصر.
قسم الدراسات العليا في الحديث: وهو القسم الذي يختص بدراسة الحديث، وتفسيره، وتصحيحه.
قسم الدراسات العليا في التفسير: وهو القسم الذي يختص بدراسة التفسير، وتفسيره.
قسم الدراسات العليا في العقيدة: وهو القسم الذي يختص بدراسة العقيدة، وتفسيره.
قسم الدراسات العليا في المنطق: وهو القسم الذي يختص بدراسة المنطق، وتفسيره.
قسم الدراسات العليا في الفلسفة: وهو القسم الذي يختص بدراسة الفلسفة، وتفسيره.
قسم الدراسات العليا في علم الكلام: وهو القسم الذي يختص بدراسة علم الكلام، وتفسيره.
قسم الدراسات",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:42:26+00:00,,0.143,defer,,0.025564,clean,0
wahm_214,msa,direct,fanar,arabic_centric,بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟,عمر الثاني,"بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟
بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:42:26+00:00,,0.500,defer,,0.912549,hallucinated,1
wahm_215,msa,direct,fanar,arabic_centric,ما هي أقدم جامعة في مدينة روما؟,"روما, جامعة لا سابينزا","ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة في مدينة روما؟
ما هي أقدم جامعة",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:42:26+00:00,,1.000,clean,,,clean,0
wahm_216,msa,direct,fanar,arabic_centric,متى تأسست جامعة ستانفورد في الولايات المتحدة؟,1885,"متى تأسست جامعة ستانفورد في الولايات المتحدة؟
متى تأسست جامعة ستانفورد في الولايات المتحدة؟
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
تأسست جامعة ستانفورد في الولايات المتحدة في عام 1891.
ت",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:42:26+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_217,msa,direct,fanar,arabic_centric,ما هو النزيف الداخلي ؟,نزيف يحدث داخل الجسم,النزيف الداخلي هو نزيف يحدث داخل الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون النزيف داخلياً في أي مكان في الجسم، و قد يكون الن,,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:42:26+00:00,,1.000,clean,,,clean,0
wahm_218,msa,direct,fanar,arabic_centric,متى تأسس مجلس الشورى السعودي؟,1927م,"متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأسس مجلس الشورى السعودي؟
متى تأس",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:42:26+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_219,msa,direct,fanar,arabic_centric,من هو مخترع الإطار المطاط؟,جون بويد دنلوب,"من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع الإطار المطاط؟
من هو مخترع",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:42:26+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_220,msa,direct,fanar,arabic_centric,متى بدأت الأزمة الإقتصادية باليونان؟,أبريل 2010,"متى بدأت الأزمة الإقتصادية باليونان؟
متى بدأت الأزمة الإقتصادية باليونان؟
بدأت الأزمة الإقتصادية باليونان في عام 2009م.
متى بدأت الأزمة الإقتصادية باليونان؟
بدأت الأزمة الإقتصادية باليونان في عام 2009م.
متى بدأت الأزمة الإقتصادية باليونان؟
بدأت الأزمة الإقتصادية باليونان في عام 2009م.
متى بدأت الأزمة الإقتصادية باليونان؟
بدأت الأزمة الإقتصادية باليونان في عام 2009م.
متى بدأت الأزمة الإقتصادية باليونان؟
بدأت الأزمة الإقتصادية باليونان في عام 2009م.
متى بدأت الأزمة الإقتصادية باليونان؟
بدأت الأزمة الإقتصادية باليونان في عام 2009م.
متى بدأت الأزمة الإقتصادية باليونان؟
بدأت الأزمة الإقتصادية باليونان في عام 2009م.
متى بدأت الأزمة الإقتصادية باليونان؟
بدأت الأزمة الإقتصادية باليونان في عام 2009م.
متى بدأت الأزمة الإقتصادية باليونان؟
بدأت الأزمة الإقتصادية باليونان في عام 2009م.
متى بدأت الأزمة الإقتصادية باليونان؟
بدأت الأزمة الإقتصادية باليونان في عام 2009م.
متى بدأت الأزمة الإقتصادية باليونان؟
بدأت الأزمة الإقتصادية باليونان في عام 2009م.
متى بدأت الأزمة الإقتصادية باليونان؟
بدأت الأزمة الإقتصادية باليونان في عام 2009م.
متى بدأت الأزمة الإقتصادية باليونان؟
بدأت الأزمة الإقتصادية باليونان في عام 2009م.
متى بدأت الأزمة الإقتصادية باليونان؟
بدأت الأزمة الإقتصادية باليونان في عام",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:42:26+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_221,msa,direct,fanar,arabic_centric,ما هي نظرية التشغيل الذاتي؟,نظرية تهتم بتعريف ودراسة خواص الآلات الحاسوبية المجرّدة,نظرية التشغيل الذاتي هي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي نظرية في علم النفس الاجتماعي، وهي,,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:42:26+00:00,,0.125,defer,,0.827158,hallucinated,1
wahm_222,msa,direct,fanar,arabic_centric,أين تقع مدينة بافيا؟,"شمال إيطاليا في إقليم لومبارديا, إقليم لومبارديا","أين تقع مدينة بافيا؟
أين تقع مدينة بافيا؟
تقع مدينة بافيا في إيطاليا، وتحديداً في منطقة لومبارديا، وتبعد عن مدينة ميلانو حوالي 50 كيلومترًا.
تعتبر مدينة بافيا من المدن التاريخية في إيطاليا، وتشتهر بجامعتها العريقة التي تأسست في القرن الثامن عشر، وتعد من أقدم الجامعات في العالم.
تتميز مدينة بافيا بمعالمها التاريخية العديدة، مثل القصر الملكي، وكاتدرائية بافيا، وقلعة بافيا، وغيرها من المعالم التي تجذب السياح من جميع أنحاء العالم.
تتميز مدينة بافيا أيضًا بمعالمها الطبيعية، مثل حديقة بافيا النباتية، التي تعد من أقدم الحدائق النباتية في العالم، وتضم مجموعة كبيرة من النباتات والزهور النادرة.
تعتبر مدينة بافيا وجهة سياحية شهيرة، وتستقطب العديد من السياح من جميع أنحاء العالم، الذين يأتون للاستمتاع بمعالمها التاريخية والطبيعية، والتعرف على ثقافتها الغنية.
تعتبر مدينة بافيا من المدن التاريخية في إيطاليا، وتتميز بمعالمها التاريخية العديدة، مثل القصر الملكي، وكاتدرائية بافيا، وقلعة بافيا، وغيرها من المعالم التي تجذب السياح من جميع أنحاء العالم.
تتميز مدينة بافيا أيضًا بمعالمها الطبيعية، مثل حديقة بافيا النباتية، التي تعد من أقدم الحدائق النباتية في العالم، وتضم مجموعة كبيرة من النباتات والزهور النادرة.
تعتبر مدينة بافيا وجهة سياحية شهيرة، وتستقطب العديد من السياح من جميع أنحاء العالم، الذين يأتون للاستمتاع بمعالمها التاريخية والطبيعية، والتعرف على ثقافتها الغنية.
تعتبر مدينة بافيا من المدن التاريخية في إيطاليا، وتتميز بمعالمها التاريخية العديدة، مثل القصر الملكي، وكاتدرائية بافيا، وقلعة بافيا، وغيرها من المعالم التي تجذب السياح من جميع أنحاء العالم.
تتميز مدينة باف",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:42:26+00:00,,0.600,defer,,0.029828,clean,0
wahm_223,msa,direct,fanar,arabic_centric,متى يحتفل المسيحيين بعيد رأس السنة؟,24 ديسمبر ونهار 25 ديسمبر,"متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل المسيحيين بعيد رأس السنة؟
متى يحتفل",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:42:26+00:00,,0.000,hallucinated,,,hallucinated,1
