qid,variety,condition,model,family,question,gold_answer,answer,pivot_question,model_id,temperature,resolved_model_id,pivot_model_id,timestamp,error,layer1_coverage,layer1_decision,degeneration_reasons
wahm_017,msa,direct,gpt55,multilingual,ما هي المدينة التي تحوي على أكبر مصنع للحديد والصلب في أفريقيا؟,عنابة,يقع أكبر مصنع للحديد والصلب في أفريقيا في **مدينة الحجار** بولاية **عنابة** في **الجزائر**، وهو المعروف باسم **مركّب الحجار للحديد والصلب**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:15+00:00,,1.000,defer,
wahm_018,msa,direct,gpt55,multilingual,من هي أول امرأة تتقلد منصب رئيسة تحرير صحيفة الغارديان خلفًا لآلان روسبيرجير؟,كاثرين صوفي فاينر,أول امرأة تتقلد منصب رئيسة تحرير صحيفة **الغارديان** خلفًا لآلان روسبريدجر هي **كاثرين فاينر** (*Katharine Viner*)، وذلك عام 2015.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:15+00:00,,0.667,defer,
wahm_019,msa,direct,gpt55,multilingual,من هو مؤسس حركة الجهاد الاسلامي في مصر؟,"علوى مصطفى (من حى مصر الجديدة) وإسماعيل طنطاوي (من حى المنيل) ونبيل البرعي (من حى المعادى), علوى مصطفى (من حى مصر الجديدة) وإسماعيل طنطاوي (من حى المنيل) ونبيل البرعي","مؤسس **حركة/تنظيم الجهاد الإسلامي في مصر** يُنسب غالبًا إلى **محمد عبد السلام فرج**، وهو صاحب كتاب *الفريضة الغائبة* وأحد أبرز منظّري التنظيم في أواخر السبعينيات وأوائل الثمانينيات.

ومن أبرز قادته لاحقًا: **أيمن الظواهري** و**عبود الزمر**.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:15+00:00,,0.091,defer,
wahm_020,msa,direct,gpt55,multilingual,في أي عام توفي إسحاق رابين؟,4 نوفمبر 1995,توفي إسحاق رابين عام **1995**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:15+00:00,,0.333,defer,
wahm_021,msa,direct,gpt55,multilingual,ما هي جنسية الفيلسوف ميشال فوكو؟,فرنسي,الفيلسوف ميشال فوكو **فرنسي** الجنسية.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:15+00:00,,1.000,defer,
wahm_022,msa,direct,gpt55,multilingual,في أي عام ولد رونالد ريغان؟,"فبراير 1911, 6 فبراير 1911",وُلد رونالد ريغان عام **1911**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:15+00:00,,0.500,defer,
wahm_023,msa,direct,gpt55,multilingual,في أي عام  تأسس نادي مانشستر يونايتد لكرة القدم؟,1 مارس 1878م,تأسس نادي مانشستر يونايتد لكرة القدم عام **1878**، وكان اسمه حينها **نيوتن هيث** قبل أن يتغير إلى مانشستر يونايتد عام 1902.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:15+00:00,,0.000,defer,
wahm_024,msa,direct,gpt55,multilingual,متى أقيمت بطولة (غرب آسيا) لكرة القدم لأول مرة؟,2000,أقيمت بطولة غرب آسيا لكرة القدم لأول مرة عام **2000**، واستضافتها **الأردن**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:15+00:00,,1.000,defer,
wahm_025,msa,direct,gpt55,multilingual,متى تاسس الجيش اليمني؟,1962,"تأسس **الجيش اليمني بصيغته الحالية** بعد **الوحدة اليمنية في 22 مايو 1990**، حين جرى دمج قوات **الجمهورية العربية اليمنية** في الشمال و**جمهورية اليمن الديمقراطية الشعبية** في الجنوب.

أما جذوره التاريخية فتعود إلى ما قبل ذلك، خصوصًا إلى بدايات الدولة اليمنية الحديثة في القرن العشرين، ثم تطور بعد ثورة 26 سبتمبر 1962 في الشمال واستقلال الجنوب عام 1967.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:19+00:00,,1.000,defer,
wahm_026,msa,direct,gpt55,multilingual,كم يبلغ أقصى عمق لبحر قزوين؟,1023 م,"يبلغ أقصى عمق لبحر قزوين حوالي **1,025 مترًا**، ويقع هذا العمق في **الحوض الجنوبي** من البحر.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:19+00:00,,0.000,defer,
wahm_027,msa,direct,gpt55,multilingual,ما هو الرجفان البطيني؟,"حالة توقف القلب عن العمل بسبب خلل في منظومة القلب تؤدي إلى ارتجاف البطينين بدل انقباضهما, حالة توقف القلب عن العمل بسبب خلل في منظومة القلب تؤدي إلى ارتجاف البطينين بدل انقباضهما، الأمر الذي يؤدي إلى توقف الدورة الدموية ومن ثم إلى الوفاة بالسكتة القلبية إن لم يتم تدارك الأمر علاجياً خلال دقائق معدودة من خلال عملية الإنعاش القلبي الرئوي","الرجفان البطيني هو اضطراب خطير جدًا في نظم القلب، يحدث عندما ترتجف البطينان — وهما الحجرتان السفليتان في القلب — بشكل سريع وغير منتظم بدل أن ينقبضا لضخ الدم.

نتيجة لذلك يتوقف القلب فعليًا عن ضخ الدم إلى الجسم والدماغ، وقد يؤدي إلى فقدان الوعي والوفاة خلال دقائق إذا لم يُعالج فورًا.

أهم العلامات:
- فقدان مفاجئ للوعي
- توقف أو اضطراب التنفس
- عدم وجود نبض واضح
- قد يسبقه ألم صدر، خفقان، دوخة أو ضيق نفس

الأسباب المحتملة:
- الجلطة القلبية أو مرض الشرايين التاجية
- اضطرابات كهرباء القلب
- نقص شديد في الأكسجين
- اختلال أملاح الدم مثل البوتاسيوم والمغنيسيوم
- بعض الأدوية أو الصدمات الكهربائية
- أمراض عضلة القلب

العلاج الطارئ:
- الاتصال بالإسعاف فورًا
- البدء بالإنعاش القلبي الرئوي CPR
- استخدام جهاز الصدمات الكهربائية AED أو مزيل الرجفان بأسرع وقت

الرجفان البطيني حالة إسعافية مهددة للحياة، وكل دقيقة تأخير تقلل فرصة النجاة.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:19+00:00,,0.480,defer,
wahm_028,msa,direct,gpt55,multilingual,كم عدد امارات الأمارات العربية المتحدة؟,"سبع, السبع",عدد إمارات دولة الإمارات العربية المتحدة هو **سبع إمارات**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:19+00:00,,1.000,defer,
wahm_029,msa,direct,gpt55,multilingual,ما هي عملية التركيب الضوئي؟,عملية كيميائية معقدة تحدث في خلايا البكتيريا الزرقاء وفي صانعات اليخضور (الصانعات الخضراء) أو الكلوروبلاست في كل من الطحالب والنباتات العليا,"عملية **التركيب الضوئي** هي العملية التي تقوم بها النباتات والطحالب وبعض البكتيريا لصنع غذائها باستخدام **ضوء الشمس**.

تمتص النباتات **ثاني أكسيد الكربون** من الهواء و**الماء** من التربة، وبمساعدة مادة خضراء تُسمّى **الكلوروفيل** الموجودة في الأوراق، تحوّلها إلى **سكر/جلوكوز** يُستخدم كغذاء للنبات، وتُطلق **الأكسجين** في الهواء.

المعادلة المبسطة:

**ثاني أكسيد الكربون + ماء + ضوء الشمس → جلوكوز + أكسجين**

أهميتها:
- تصنع غذاء النبات.
- تنتج الأكسجين الذي تتنفسه الكائنات الحية.
- تساعد في تقليل ثاني أكسيد الكربون في الجو.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:19+00:00,,0.300,defer,
wahm_030,msa,direct,gpt55,multilingual,من هو ألفرد نوبل؟,"مهندس ومخترع وكيميائي سويدي, مهندس ومخترع وكيميائي سويدي، اخترع الديناميت في سنة 1867 ومن ثم أوصى بمعظم ثروته التي جناها من الاختراع إلى جائزة نوبل التي سُميت بإسمه","ألفرد نوبل هو **عالم ومخترع ورجل أعمال سويدي**، وُلد عام **1833** وتوفي عام **1896**. اشتهر باختراع **الديناميت** عام 1867، كما امتلك العديد من براءات الاختراع وأسس شركات في مجالات المتفجرات والصناعة.

أوصى نوبل في وصيته بتخصيص جزء كبير من ثروته لإنشاء **جوائز نوبل**، التي تُمنح سنويًا لمن يحققون إنجازات بارزة في مجالات مثل:

- السلام  
- الأدب  
- الطب أو علم وظائف الأعضاء  
- الفيزياء  
- الكيمياء  
- الاقتصاد لاحقًا أُضيفت بتمويل من البنك المركزي السويدي  

لذلك يُعرف ألفرد نوبل اليوم ليس فقط كمخترع، بل أيضًا كصاحب الإرث المرتبط بأشهر الجوائز العالمية.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:19+00:00,,0.500,defer,
wahm_031,msa,direct,gpt55,multilingual,أين ولد ميكيلانجيلو؟,"قرية كابريزي قرب أريتسو بتوسكانا, كابريزي",وُلد ميكيلانجيلو في **كابريزي** قرب أريتسو، في **توسكانا بإيطاليا**، وهي تُعرف اليوم باسم **كابريزي ميكيلانجيلو**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:19+00:00,,1.000,defer,
wahm_032,msa,direct,gpt55,multilingual,ما المعدل العادي لعملية الجماع؟,5.4 دقائق,"لا يوجد **معدل “طبيعي” واحد** لعدد مرات الجماع؛ الأمر يختلف حسب العمر، الصحة، الرغبة، ظروف الحياة، وجود الأطفال، التوتر، وطبيعة العلاقة.

بشكل عام:
- بعض الأزواج يمارسون الجماع **عدة مرات في الأسبوع**.
- آخرون **مرة أسبوعيًا** أو **عدة مرات في الشهر**.
- وقد يكون أقل من ذلك طبيعيًا إذا كان الطرفان راضيين ولا توجد مشكلة أو ضيق.

المهم ليس الرقم، بل:
- أن تكون العلاقة **برضا الطرفين**.
- ألا يكون هناك ألم أو نزيف أو خوف أو ضغط.
- أن يكون الطرفان راضيين عن مستوى العلاقة أو قادرين على التفاهم حوله.

يُفضّل استشارة طبيب/ة إذا كان هناك:
- انخفاض مفاجئ في الرغبة.
- ألم أثناء الجماع.
- ضعف انتصاب أو سرعة/تأخر قذف تسبب ضيقًا.
- نزيف بعد الجماع.
- صعوبة في الإنجاب بعد سنة من المحاولة المنتظمة.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:22+00:00,,0.000,defer,
wahm_033,msa,direct,gpt55,multilingual,متى بدأ التوقيع على معاهدة الحد من انتشار الأسلحة النووية؟,1 يوليو 1968,بدأ التوقيع على **معاهدة الحد من انتشار الأسلحة النووية** في **1 يوليو/تموز 1968**. ودخلت حيز التنفيذ في **5 مارس/آذار 1970**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:22+00:00,,1.000,defer,
wahm_034,msa,direct,gpt55,multilingual,ما هو الارجاز؟,نوع من العجز الجنسي، حيث يكون الشخص غير قادر على تحقيق هزة الجماع على الرغم من وجود التحفيز الكافي,"**الأرجاز** جمع **أُرجوزة**، وهي قصائد أو منظومات شعرية تُنظم على **بحر الرَّجَز** في العَروض.

وبحر الرجز يقوم غالبًا على تكرار التفعيلة:

**مستفعلن مستفعلن مستفعلن**

وقد اشتهر بسهولة النظم عليه، لذلك استُخدم كثيرًا في:

- الشعر الحماسي والارتجال.
- المنظومات التعليمية لحفظ العلوم.
- النحو والفقه واللغة والتاريخ.

ومن أمثلة الأراجيز المشهورة: **ألفية ابن مالك** في النحو، فهي منظومة على بحر الرجز.

وقد يُقال عن بحر الرجز إنه **حمار الشعراء**؛ لكثرة استعماله وسهولة النظم فيه.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:51:54+00:00,,0.071,defer,
wahm_035,msa,direct,gpt55,multilingual,ما هي الرهبنة الفرنسيسكانية؟,"رهبنة في الكنيسة الكاثوليكية، تأسست على يد القديس فرنسيس الأسيزي, رهبنة في الكنيسة الكاثوليكية، تأسست على يد القديس فرنسيس الأسيزي في شمال إيطاليا","الرهبنة الفرنسيسكانية هي رهبنة كاثوليكية مسيحية أسّسها القديس فرنسيس الأسيزي في إيطاليا في أوائل القرن الثالث عشر، واعترف بها البابا رسميًا سنة 1209 تقريبًا.

تقوم الروحانية الفرنسيسكانية على الاقتداء بحياة المسيح من خلال:

- **الفقر الاختياري** والبساطة في العيش  
- **التواضع والخدمة**  
- **محبة الفقراء والمهمّشين**  
- **التبشير بالإنجيل**  
- **السلام والمصالحة**  
- **محبة الخليقة والطبيعة**، ولذلك يُعدّ القديس فرنسيس شفيع البيئة عند الكاثوليك  

يُعرف أتباعها باسم **الفرنسيسكان**، ومن أشهر فروعها:

1. **الإخوة الأصاغر**، وهم الرهبان الفرنسيسكان الرجال.  
2. **راهبات القديسة كلارا** أو “الكلاريسيات”، وهو فرع نسائي أسّسته القديسة كلارا الأسيزية.  
3. **الرهبنة الثالثة الفرنسيسكانية**، وهي مخصّصة للعلمانيين أو المكرّسين الذين يعيشون الروح الفرنسيسكانية دون الانضمام إلى دير بالضرورة.

كان للفرنسيسكان دور كبير في التعليم، والعمل الخيري، والإرساليات، وخدمة الأماكن المقدسة، خصوصًا في الأراضي المقدسة.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:25+00:00,,0.667,defer,
wahm_036,msa,direct,gpt55,multilingual,من هو نقفور الثاني فوكاس؟,"امبراطور بيزنطي, امبراطور بيزنطي (963-969) أسهمت حملاته العسكرية في إحياء الامبراطورية البيزنطية في القرن العاشر","نِقفور الثاني فوكاس أو **نيكيفوروس الثاني فوكاس** هو إمبراطور بيزنطي حكم بين عامي **963 و969م**، ويُعدّ من أبرز القادة العسكريين في تاريخ الدولة البيزنطية.

كان من أسرة عسكرية أرستقراطية كبرى، واشتهر قبل توليه العرش بانتصاراته على المسلمين في شرق المتوسط، ومن أهم إنجازاته:

- **استعادة جزيرة كريت** من المسلمين عام 961م بعد أن كانت قاعدة بحرية مهمة.
- توسيع النفوذ البيزنطي في **قبرص وقيليقية** وشمال الشام.
- التمهيد لاستعادة **أنطاكية** التي عادت للبيزنطيين سنة 969م في عهده.
- قاد حملات قوية ضد الحمدانيين في حلب وضد القوى الإسلامية في الشام والجزيرة.

تولى العرش بعد وفاة الإمبراطور رومانوس الثاني، وتزوج من أرملته **ثيوفانو**، فأصبح وصيًا وحاكمًا باسم ابنيها، ومنهما الإمبراطور الشهير لاحقًا **باسيل الثاني**.

داخليًا عُرف نقفور بالتقشف والتدين الشديد، لكنه لم يكن محبوبًا بين عامة الشعب بسبب الضرائب والسياسات الصارمة، كما دخل في توتر مع بعض رجال الكنيسة والنبلاء.

انتهى حكمه بمؤامرة؛ إذ اغتيل سنة **969م** على يد ابن أخيه وقائده العسكري **يوحنا تزيميسكيس** بمشاركة أو بتواطؤ من الإمبراطورة ثيوفانو، ثم تولى تزيميسكيس العرش بعده.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:28+00:00,,1.000,defer,
wahm_037,msa,direct,gpt55,multilingual,أين تقع هضبة التيبت؟,آسيا الوسطى,"تقع هضبة التيبت في **آسيا الوسطى**، ومعظمها ضمن **منطقة التبت في غرب الصين**، وتمتد أيضًا إلى أجزاء من **الهند ونيبال وبوتان وباكستان**.  

وتُعد أعلى هضبة في العالم، لذلك تُسمّى أحيانًا **“سقف العالم”**.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:28+00:00,,1.000,defer,
wahm_038,msa,direct,gpt55,multilingual,متى رسم فان كوخ لوحة ليلة النجوم؟,1889 م,رسم فان غوخ لوحة **«ليلة النجوم»** في **يونيو/حزيران عام 1889**، أثناء إقامته في مصحّة **سان ريمي دو بروفانس** في فرنسا.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:28+00:00,,0.500,defer,
wahm_039,msa,direct,gpt55,multilingual,ما مساحة جورجيا؟,69.700 كم2,"مساحة **جورجيا** كدولة في القوقاز تبلغ حوالي **69,700 كم²**.

أما إذا كنت تقصد **ولاية جورجيا الأمريكية** فمساحتها حوالي **153,910 كم²**.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:28+00:00,,1.000,defer,
wahm_040,msa,direct,gpt55,multilingual,من هو مؤلف مانجا بيرسيرك؟,كينتارو ميورا,"مؤلف مانجا **بيرسيرك (Berserk)** هو المانغاكا الياباني **كنتارو ميورا (Kentaro Miura)**.  
وبعد وفاته عام 2021، استُكملت المانجا بإشراف صديقه **كوجي موري (Kouji Mori)** ورسوم فريق **Studio Gaga**.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:28+00:00,,0.500,defer,
wahm_041,msa,direct,gpt55,multilingual,في أي سنة تأسست مدينة العيون ؟,1938,تأسست مدينة العيون سنة **1938**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:48:28+00:00,,1.000,defer,
