qid,variety,condition,model,family,question,gold_answer,answer,pivot_question,model_id,temperature,resolved_model_id,pivot_model_id,timestamp,error,layer1_coverage,layer1_decision,degeneration_reasons
wahm_011,msa,direct,allam,arabic_centric,ما هو الطّيف الكهرومغناطيسي؟,"مصطلح عام يشمل جميع الترددات الممكنة من الإشعاعات الكهرومغناطيسية, خطوط الأشعة الصادرة من جسم أسود عند درجة حرارة معينة","الطّيف الكهرومغناطيسي هو مجموعة من جميع أنواع الإشعاع الكهرومغناطيسي، مرتبة حسب الطول الموجي أو التردد. يتم تقسيم الطيف الكهرومغناطيسي إلى عدة نطاقات، كل منها يحتوي على أنواع مختلفة من الإشعاع، مثل موجات الراديو، الميكروويف، الأشعة تحت الحمراء، الضوء المرئي، الأشعة فوق البنفسجية، الأشعة السينية، وأشعة جاما.

الطيف الكهرومغناطيسي يشمل جميع الأطوال الموجية والترددات الممكنة، من الأطوال الموجية الطويلة جدًا (مثل موجات الراديو) إلى الأطوال الموجية القصيرة جدًا (مثل أشعة جاما). كل نوع من الإشعاع الكهرومغناطيسي له خصائصه واستخداماته الخاصة، مثل الاتصالات اللاسلكية، الطهي، الطب، والرصد الفلكي.

إليك بعض النقاط الرئيسية حول الطيف الكهرومغناطيسي:
1. **موجات الراديو**: تُستخدم في البث الإذاعي والتلفزيوني، والاتصالات اللاسلكية.
2. **الميكروويف**: تُستخدم في الطهي (مثل أفران الميكروويف) وفي الاتصالات اللاسلكية.
3. **الأشعة تحت الحمراء**: تُستخدم في أجهزة التحكم عن بعد، والكاميرات الحرارية، والرصد الفلكي.
4. **الضوء المرئي**: هو الجزء من الطيف الذي يمكن للعين البشرية رؤيته، ويشمل جميع الألوان من الأحمر إلى البنفسجي.
5. **الأشعة فوق البنفسجية**: تُستخدم في التعقيم، وفي بعض التطبيقات الطبية، ويمكن أن تسبب حروق الشمس.
6. **الأشعة السينية**: تُستخدم في التصوير الطبي للكشف عن الكسور والأمراض.
7. **أشعة جاما**: تُستخدم في علاج السرطان، وفي بعض التطبيقات الصناعية.

الطيف الكهرومغناطيسي هو جزء أساسي من الفيزياء الحديثة، وله تطبيقات واسعة في حياتنا اليومية وفي مختلف المجالات العلمية والصناعية.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T18:59:08+00:00,,0.556,defer,
wahm_012,msa,direct,allam,arabic_centric,أين تقع مدينة بينيفنتو؟,"جنوب إيطاليا في إقليم كامبانيا, جنوب إيطاليا","تقع مدينة بينيفنتو في جنوب إيطاليا، في إقليم كامبانيا، وتحديدًا في منطقة سهل بينيفنتو، وهي منطقة خصبة تقع بين نهري فولتورنو وساليرنو. تبعد حوالي 50 كم عن مدينة نابولي، و100 كم عن مدينة ساليرنو، و120 كم عن مدينة كازيرتا، و140 كم عن مدينة باري، و150 كم عن مدينة روما، و160 كم عن مدينة فلورنسا، و200 كم عن مدينة ميلانو، و220 كم عن مدينة البندقية.

أتمنى أن تكون إجابتي مفيدة.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T18:59:10+00:00,,1.000,clean,
wahm_013,msa,direct,allam,arabic_centric,ما هي المحاسبة المالية ؟,تسجيل وتبويب المدخلات والعمليات التي تمثل الأحداث الاقتصادية وفق نظام معين,"المحاسبة المالية هي فرع من فروع المحاسبة تقوم بقياس، تلخيص، وتفسير المعلومات المالية الماضية والحالية، والتنبؤ بالتدفقات النقدية والأداء المالي المستقبلي. وهي تركز على إعداد التقارير المالية الخارجية، مثل البيانات المالية، التي توفر معلومات مالية عن الشركة للمستثمرين، الدائنين، والجهات التنظيمية.

المحاسبة المالية هي نظام معلومات يوفر معلومات مالية دقيقة وموثوقة عن الأداء المالي، المركز المالي، والتدفقات النقدية للشركة. هذه المعلومات ضرورية لاتخاذ القرارات المالية والاستراتيجية، وتساعد في تقييم الأداء المالي للشركة، تحديد نقاط القوة والضعف، واتخاذ قرارات مستنيرة بشأن الاستثمارات، التمويل، وإدارة المخاطر.

من خلال المحاسبة المالية، يمكن للشركات:

1. **تقييم الأداء المالي**: من خلال إعداد البيانات المالية مثل الميزانية العمومية، قائمة الدخل، وقائمة التدفقات النقدية، يمكن للشركات تقييم أدائها المالي.
2. **تحديد نقاط القوة والضعف**: يمكن للشركات تحديد نقاط القوة والضعف في عملياتها المالية من خلال تحليل البيانات المالية.
3. **اتخاذ قرارات مستنيرة**: توفر المحاسبة المالية معلومات دقيقة وموثوقة تساعد في اتخاذ قرارات مالية واستراتيجية مستنيرة.
4. **تلبية متطلبات الجهات التنظيمية**: تساعد المحاسبة المالية الشركات في تلبية متطلبات الجهات التنظيمية مثل هيئة السوق المالية.
5. **تقييم الأداء المالي**: يمكن للمستثمرين والدائنين تقييم الأداء المالي للشركة واتخاذ قرارات استثمارية مستنيرة.

المحاسبة المالية هي أداة أساسية لإدارة الأعمال، وتساعد في تحقيق الشفافية المالية، وتعزيز الثقة بين أصحاب المصلحة، وضمان الامتثال للمتطلبات القانونية والتنظيمية.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T18:59:14+00:00,,0.182,defer,
wahm_014,msa,direct,allam,arabic_centric,اين ولد صدام حسين؟,قرية العوجة,ولد صدام حسين في قرية (ألبو عيَّاط) في محافظة صلاح الدين في العراق، وهي قرية تقع على ضفاف نهر دجلة، وقد نشأ في عائلةٍ فقيرة، وكان والده فلاّحًا، وقد تزوَّج من ابنة عمِّه في سنٍّ صغيرة، وأنجب منها عديّ وقصيّ وصدام، وقد كان صدام الابن الرابع من بين إخوته، وقد كان والده يُحبّه حبًّا جمًّا، وقد كان يُعلِّمه في صغره على ركوب الخيل، كما كان يُعلِّمه على الرماية، وقد كان يُحبّ صدام في صغره القراءة، وكان يُحبّ قراءة الكتب، وقد كان يُحبّ قراءة كتب التاريخ، وقد كان يُحبّ قراءة كتب الأدب، وقد كان يُحبّ قراءة كتب الفلسفة، وقد كان يُحبّ قراءة كتب السياسة، وقد كان يُحبّ قراءة كتب الدين، وقد كان يُحبّ قراءة كتب العلوم، وقد كان يُحبّ قراءة كتب الرياضة، وقد كان يُحبّ قراءة كتب الفن، وقد كان يُحبّ قراءة كتب المسرح، وقد كان يُحبّ قراءة كتب المسرحيات، وقد كان يُحبّ قراءة كتب المسرحيات الكوميدية، وقد كان يُحبّ قراءة كتب المسرحيات التراجيدية، وقد كان يُحبّ قراءة كتب المسرحيات التاريخية، وقد كان يُحبّ قراءة كتب المسرحيات الدينية، وقد كان يُحبّ قراءة كتب المسرحيات السياسية، وقد كان يُحبّ قراءة كتب المسرحيات الاجتماعية، وقد كان يُحبّ قراءة كتب المسرحيات العاطفية، وقد كان يُحبّ قراءة كتب المسرحيات الوطنية، وقد كان يُحبّ قراءة كتب المسرحيات الثورية، وقد كان يُحبّ قراءة كتب المسرحيات الساخرة، وقد كان يُحبّ قراءة كتب المسرحيات الهزلية، وقد كان يُحبّ قراءة كتب المسرحيات الفكاهية، وقد كان يُحبّ قراءة كتب المسرحيات التاريخية، وقد كان يُحبّ قراءة كتب المسرحيات الدينية، وقد كان يُحبّ قراءة كتب المسرحيات السياسية، وقد كان يُحبّ قراءة كتب المسرحيات الاجتماعية، وقد كان يُحبّ قراءة كتب المسرحيات العاطفية، وقد كان يُحبّ قراءة كتب المسرحيات الوطنية، وقد كان يُحبّ قراءة كتب المسرحيات الثورية، وقد كان يُحبّ قراءة كتب المسرحيات الساخرة، وقد كان يُحبّ قراءة كتب المسرحيات الهزلية، وقد كان يُحبّ قراءة كتب المسرحيات الفكاهية، وقد كان يُحبّ قراءة كتب المسرحيات التاريخية، وقد كان يُحبّ قراءة كتب المسرحيات الدينية، وقد كان يُحبّ قراءة كتب المسرحيات السياسية، وقد كان يُحبّ قراءة كتب,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T18:59:20+00:00,,0.500,defer,
wahm_015,msa,direct,allam,arabic_centric,كم يتراوح عدد بيوض السلمندر التي تضعها الانثى؟,"500 إلى 600 بيضه, بين 500 إلى 600",تضع أنثى السلمندر عادةً بين 20 إلى أكثر من 100 بيضة في المرة الواحدة، ولكن هذا يمكن أن يختلف بشكل كبير بين الأنواع المختلفة من السلمندرات. بعض الأنواع قد تضع أقل من 20 بيضة، بينما يمكن لأنواع أخرى أن تضع أكثر من 100 بيضة في مرة واحدة.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T18:59:21+00:00,,0.500,defer,
wahm_016,msa,direct,allam,arabic_centric,لماذا وقع  الميثاق الأعظم أو الماجنا كارتا؟,محاولةً للحد من نفوذه وحماية امتيازاتهم قانونياً,"وقع الميثاق الأعظم أو الماجنا كارتا في عام 1215م، وكان نتيجة مباشرة للصراع بين الملك جون من إنجلترا ونبلاء البلاد. كان الهدف من هذا الميثاق هو الحد من سلطة الملك المطلقة، حيث كان الملك جون يفرض ضرائب باهظة على النبلاء دون موافقتهم، مما أثار غضبهم.

الميثاق الأعظم نص على حقوق النبلاء في الحصول على العدالة، ومنع الملك من فرض الضرائب دون موافقتهم، وحدد بعض الإجراءات القانونية التي يجب اتباعها في المحاكمات. كما نص على أن الملك لا يمكنه سجن أي شخص دون محاكمة عادلة.

هذا الميثاق كان له تأثير كبير على تطور النظام القانوني في إنجلترا، حيث أصبح أساسًا لتطوير النظام الدستوري في البلاد، وساهم في تعزيز فكرة أن السلطة ليست مطلقة، بل يجب أن تكون مقيدة بقوانين وحقوق الأفراد.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T18:59:23+00:00,,0.143,defer,
wahm_017,msa,direct,allam,arabic_centric,ما هي المدينة التي تحوي على أكبر مصنع للحديد والصلب في أفريقيا؟,عنابة,المدينة التي تحوي على أكبر مصنع للحديد والصلب في أفريقيا هي مدينة كومبيلي، الواقعة في السنغال، وهي مدينة صناعية تقع على الساحل الغربي لأفريقيا، وتبعد حوالي 100 كيلومتر عن العاصمة السنغالية داكار. تم بناء هذا المصنع في عام 1967، وهو يُعد من أكبر مصانع الحديد والصلب في أفريقيا، حيث يُنتج حوالي 2.5 مليون طن من الحديد سنويًا. هذا المصنع يلعب دورًا حيويًا في الاقتصاد السنغالي، حيث يُساهم في توفير فرص العمل وتعزيز التنمية الصناعية في البلاد.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T18:59:24+00:00,,0.000,hallucinated,
wahm_018,msa,direct,allam,arabic_centric,من هي أول امرأة تتقلد منصب رئيسة تحرير صحيفة الغارديان خلفًا لآلان روسبيرجير؟,كاثرين صوفي فاينر,"أول امرأة تتقلد منصب رئيسة تحرير صحيفة الغارديان خلفًا لآلان روسبيرجير هي كاثرين فينر، وقد تولت هذا المنصب في عام 2018م. وهي أول امرأة تشغل هذا المنصب في تاريخ الصحيفة. 

أتمنى أن تكون إجابتي مفيدة.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T18:59:25+00:00,,0.333,defer,
wahm_019,msa,direct,allam,arabic_centric,من هو مؤسس حركة الجهاد الاسلامي في مصر؟,"علوى مصطفى (من حى مصر الجديدة) وإسماعيل طنطاوي (من حى المنيل) ونبيل البرعي (من حى المعادى), علوى مصطفى (من حى مصر الجديدة) وإسماعيل طنطاوي (من حى المنيل) ونبيل البرعي",مؤسس حركة الجهاد الإسلامي في مصر هو الدكتور صالح سرية، وهو فلسطيني الأصل، مصري الجنسية، وقد كان من خريجي كلية الهندسة بجامعة القاهرة، ثم حصل على الدكتوراه في الهندسة من لندن، ثم عمل مدرسًا في كلية الهندسة بجامعة بغداد، ثم عاد إلى مصر ليعمل في أحد المعاهد الدينية، ثم ألقي القبض عليه في عام 1974م، وأُفرج عنه في عام 1975م، ثم ألقي القبض عليه مرة أخرى في عام 1977م، وأُفرج عنه في عام 1978م، ثم ألقي القبض عليه مرة أخرى في عام 1979م، وأُفرج عنه في عام 1981م، ثم ألقي القبض عليه مرة أخرى في عام 1981م، وأُعدم في نفس العام. أرجو أن تكون إجابتي مفيدة.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T18:59:27+00:00,,0.182,defer,
wahm_020,msa,direct,allam,arabic_centric,في أي عام توفي إسحاق رابين؟,4 نوفمبر 1995,"توفي إسحاق رابين في عام 1995م، حيث اغتيل في تل أبيب على يد شاب يهودي يميني متطرف يعارض اتفاقيات أوسلو التي وقّعها مع منظمة التحرير الفلسطينية. وقد أدى اغتياله إلى اضطرابات كبيرة في إسرائيل، حيث خرج مئات الآلاف من الإسرائيليين إلى الشوارع في مظاهرات احتجاج.

إليك بعض النقاط الرئيسية حول إسحاق رابين:
- **إسحاق رابين**: سياسي وعسكري إسرائيلي بارز، شغل منصب رئيس الوزراء في إسرائيل مرتين، الأولى من 1974 حتى 1977، والثانية من 1992 حتى 1995.
- **اتفاقيات أوسلو**: وقّع رابين اتفاقيات أوسلو مع منظمة التحرير الفلسطينية في عام 1993، والتي كانت تهدف إلى تحقيق السلام بين الطرفين.
- **اغتياله**: في 4 نوفمبر 1995، اغتيل رابين على يد يغال عامير، وهو شاب يهودي متطرف، في تل أبيب.
- **التأثير**: أدى اغتياله إلى اضطرابات كبيرة في إسرائيل، حيث خرج مئات الآلاف من الإسرائيليين إلى الشوارع في مظاهرات احتجاج.

هذه المعلومات تعكس الدور الكبير الذي لعبه إسحاق رابين في تاريخ إسرائيل، خاصة فيما يتعلق بمساعي السلام مع الفلسطينيين.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T18:59:31+00:00,,1.000,clean,
wahm_021,msa,direct,allam,arabic_centric,ما هي جنسية الفيلسوف ميشال فوكو؟,فرنسي,"الفيلسوف ميشال فوكو هو فرنسي الجنسية، وُلد في 15 أكتوبر 1926 في بيزانسون، فرنسا، وتوفي في 25 يونيو 1984. كان فوكو من أبرز الفلاسفة في القرن العشرين، واشتهر بأعماله التي تناولت السلطة والمعرفة، مثل كتابه ""تاريخ الجنسانية"".",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T18:59:32+00:00,,1.000,clean,
wahm_022,msa,direct,allam,arabic_centric,في أي عام ولد رونالد ريغان؟,"فبراير 1911, 6 فبراير 1911",ولد رونالد ريغان في عام 1911. في الواقع، كان ريغان ممثلًا أمريكيًا وسياسيًا شغل منصب الرئيس الأربعين للولايات المتحدة من عام 1981 حتى عام 1989. هل تود معرفة المزيد عن حياته أو إنجازاته؟,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T18:59:32+00:00,,0.500,defer,
wahm_023,msa,direct,allam,arabic_centric,في أي عام  تأسس نادي مانشستر يونايتد لكرة القدم؟,1 مارس 1878م,تأسس نادي مانشستر يونايتد لكرة القدم في عام 1878م، وهو أحد أشهر الأندية في المملكة المتحدة والعالم. يُعتبر مانشستر يونايتد من الأندية التي لها تاريخ طويل في كرة القدم الإنجليزية، وقد حقق العديد من البطولات المحلية والدولية. النادي يقع في مدينة مانشستر، ويشتهر بألوانه المميزة، الأحمر والأسود، وهو من الأندية التي تحظى بشعبية كبيرة في المملكة المتحدة وحول العالم.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T18:59:33+00:00,,0.333,defer,
wahm_024,msa,direct,allam,arabic_centric,متى أقيمت بطولة (غرب آسيا) لكرة القدم لأول مرة؟,2000,أُقيمت بطولة (غرب آسيا) لكرة القدم لأول مرة في عام 2000م، في العاصمة الأردنية عمّان، بمشاركة ست دول هي: الأردن، وفلسطين، وسوريا، ولبنان، والعراق، وإيران، وقد توِّجت إيران بلقب البطولة في نسختها الأولى، بعد تغلبها على سوريا في المباراة النهائية، بنتيجة 1-0. أتمنى أن تكون الإجابة وافية,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T18:59:34+00:00,,0.000,hallucinated,
wahm_025,msa,direct,allam,arabic_centric,متى تاسس الجيش اليمني؟,1962,"تأسس الجيش اليمني في 30 نوفمبر 1962، بعد الإطاحة بالحكم الإمامي في شمال اليمن، حيث تم تشكيل جيش التحرير الذي تحول لاحقًا إلى ""الجيش الجمهوري"". في عام 1963، تم تشكيل ""الجيش الوطني"" كجزء من عملية إعادة تنظيم الجيش، وفي عام 1964، تم تغيير اسمه إلى ""الجيش العربي"". في عام 1969، تم تغيير اسمه إلى ""الجيش اليمني"".

الجيش اليمني مر بمراحل متعددة من التطوير والتحديث، وشارك في العديد من العمليات العسكرية الوطنية، بالإضافة إلى دوره في حماية الحدود اليمنية. كما شهد الجيش اليمني تطورات كبيرة في العقود الأخيرة، بما في ذلك تعزيز القدرات الدفاعية والهجومية، وتطوير البنية التحتية العسكرية، بما يتماشى مع رؤية القيادة اليمنية لتعزيز الأمن والاستقرار في البلاد.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T18:59:36+00:00,,1.000,clean,
wahm_026,msa,direct,allam,arabic_centric,كم يبلغ أقصى عمق لبحر قزوين؟,1023 م,"بحر قزوين، الذي يُعتبر أكبر بحر مغلق في العالم، يتميز بتنوع بيئي فريد. يُقدر أقصى عمق له بحوالي 1023 مترًا، مما يجعله بيئة بحرية غنية بالتنوع البيولوجي. هذا العمق الكبير يساهم في تكوين تيارات مائية قوية، مما يؤثر على الحياة البحرية في المنطقة.

إضافة إلى ذلك، بحر قزوين يحتوي على كميات كبيرة من الأسماك، مثل سمك الحفش، الذي يُعتبر من الأنواع المهددة بالانقراض. كما أن البحر يُعتبر موطنًا للعديد من الطيور المهاجرة، مما يجعله وجهة مهمة للسياحة البيئية.

من الناحية الجيولوجية، بحر قزوين يقع في منطقة زلزالية نشطة، مما يجعله عرضة للزلازل. هذه الزلازل يمكن أن تؤثر على البيئة البحرية وتؤدي إلى تغييرات في النظام البيئي.

بشكل عام، بحر قزوين يُعتبر من البيئات البحرية المهمة التي تحتاج إلى حماية للحفاظ على تنوعها البيولوجي الفريد.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T18:59:39+00:00,,0.500,defer,
